year,cik_number,mktcap
2018,0001011060,1941058
2018,0000901824,29519236
2018,0001019671,56849830
2018,0001177648,1656003440
2018,0001274792,51503145
2018,0001004434,5132446043
2018,0001013462,11944069177
2018,0001019695,301912123
2018,0000939767,5880998288
2018,0000945394,3926883873
2018,0000944695,4943166700
2018,0000949870,2071794518
2018,0001000209,114618081
2018,0001123494,118594662
2018,0001018399,376274056
2018,0001279704,7374568
2018,0001113481,1413722004
2018,0001053676,14032719
2018,0001041753,77596532
2018,0001463972,132695883
2018,0001049782,1112359255
2018,0001446847,1451253378
2018,0001070081,1736802950
2018,0001063942,30476712
2018,0001111928,6049705421
2018,0001075415,2786203281
2018,0001281895,642973097
2018,0001091883,422667238
2018,0001108205,22841449
2018,0001157601,1735133809
2018,0001108134,1224881437
2018,0001488139,394469577
2018,0001207074,1599260369
2018,0001159281,24272746
2018,0001145197,4686006976
2018,0001537435,90095318
2018,0001145986,51057140
2018,0001235010,1087112064
2018,0001133416,141099014
2018,0001442836,94796644
2018,0001031316,668050098
2018,0001325879,200554557
2018,0001171155,192994801
2018,0001169770,667833796
2018,0001498291,422545
2018,0001477449,3475182059
2018,0001237831,4262260243
2018,0001353970,88789960
2018,0001379041,1376602022
2018,0001063761,51958706455
2018,0000803649,3645695045
2018,0000805267,922652101
2018,0000830622,241872530
2018,0000046080,10278732588
2018,0000217346,11173799425
2018,0000008146,138916821
2018,0001020859,1624764833
2018,0000202947,100648658
2018,0000737468,822010891
2018,0000759944,13911025151
2018,0001007587,182518164
2018,0001014739,457106722
2018,0001168106,312585
2018,0000064803,66751712302
2018,0001506439,108485058
2018,0001176334,401292506
2018,0001301991,13703115
2018,0001321732,4216271138
2018,0000855887,352004248
2018,0000002098,48009119
2018,0000009984,2751076727
2018,0000031107,151308480
2018,0000048898,5434567153
2018,0000078814,1108840879
2018,0000084748,1821659367
2018,0000093556,18087935333
2018,0000101829,85288800411
2018,0000054381,1568202253
2018,0000095029,929115846
2018,0000002062,14742121
2018,0000276209,805765077
2018,0000730669,459451
2018,0000061398,1671552280
2018,0000810136,666102036
2018,0000060977,353544833
2018,0001037390,178847026
2018,0000723612,1738741147
2018,0001012620,4322090003
2018,0000768835,1254321545
2018,0000764579,46172338
2018,0000858655,444074932
2018,0000814585,808955958
2018,0000801337,4546343429
2018,0000883943,21991046
2018,0000890491,404004749
2018,0000884905,46222055000
2018,0000849869,2612794796
2018,0000896156,666164971
2018,0000853816,3933421939
2018,0001087423,32276462536
2018,0001070494,2022455596
2018,0000910073,4614103673
2018,0000931148,3323750159
2018,0001022899,20522838
2018,0001100682,5443552830
2018,0001002590,521648071
2018,0001017303,66371428
2018,0001088771,347551400
2018,0001142750,2655533904
2018,0001060219,101480595
2018,0001080056,120142741
2018,0001067701,8315451735
2018,0001071119,72881164
2018,0001075531,79799007554
2018,0001076682,289702736
2018,0001098146,56184359
2018,0001098972,285589746
2018,0001638290,540892492
2018,0001125345,536690308
2018,0001131554,260792509
2018,0001312275,60032911
2018,0001293818,11239111
2018,0001223389,664383227
2018,0001253689,408509551
2018,0001327688,303710993
2018,0001379785,462069428
2018,0001533526,558314524
2018,0001371782,80500000
2018,0001000045,113612868
2018,0000006494,3747950
2018,0000786947,2416752
2018,0000054187,79724097
2018,0000093389,1086363267
2018,0000095574,269565038
2018,0000101295,84259811
2018,0000076267,352861691
2018,0000065596,392692940
2018,0000830524,1164666646
2018,0000007536,6010519063
2018,0000074818,19881790
2018,0000008858,5060230452
2018,0000050725,736688321
2018,0000769208,4962065
2018,0000039020,76908502
2018,0000065312,450198545
2018,0000021828,6051408
2018,0000793524,43153048
2018,0000105634,3435764618
2018,0000023197,794370626
2018,0000918251,354927771
2018,0000100726,577942123
2018,0000225628,11197813
2018,0001007019,24450336
2018,0000886158,2304078924
2018,0000069633,274198784
2018,0001001250,31960738824
2018,0000355019,166933412
2018,0001591588,93377654
2018,0000889348,74705983
2018,0000747540,4997842
2018,0001280058,3054991684
2018,0000766792,23101674
2018,0000715446,75719395
2018,0000719135,215158791
2018,0000856984,2154081
2018,0000737207,3013272
2018,0000740663,508467924
2018,0000874396,208244349
2018,0000812149,21668251
2018,0000839087,4496504
2018,0000824416,4135050
2018,0000945384,852446
2018,0000844143,200091026
2018,0000846617,504504040
2018,0000103145,354146130
2018,0001065078,52974032
2018,0000875622,441055212
2018,0000895464,942308
2018,0001084869,452263855
2018,0000896262,3734473848
2018,0001000228,11969406122
2018,0001275187,773998786
2018,0000069733,285719050
2018,0001166388,3157189544
2018,0000923139,602870635
2018,0001040896,33466959
2018,0000945114,890144459
2018,0001003078,3937322216
2018,0001005409,618841245
2018,0001034592,38313631
2018,0001052752,1192084994
2018,0001080340,54309437
2018,0001102392,55887879
2018,0001272830,2091537760
2018,0001358762,1345890688
2018,0001196501,2360307553
2018,0001360530,113856198
2018,0001225874,36339621
2018,0001286043,1179540319
2018,0001362705,27844953
2018,0001338929,3080983
2018,0001386301,46860547
2018,0001430523,4200000
2018,0000105319,2576569267
2018,0000008868,672387424
2018,0000026324,4471856059
2018,0000051143,103302587000
2018,0000051434,16346949000
2018,0000064040,42637946613
2018,0000070145,4818424278
2018,0000078239,8236962907
2018,0000099106,1674792
2018,0000051253,14315763662
2018,0000077476,155950037379
2018,0000040533,46557704972
2018,0000021665,51622881976
2018,0001069899,912216592
2018,0000073309,16264845329
2018,0000074303,3355058628
2018,0000018748,624390473
2018,0000020629,52927039
2018,0000100591,657395775
2018,0000038264,14586790
2018,0000025445,4291032808
2018,0000057515,3803541114
2018,0000807707,109690500
2018,0000003197,235915625
2018,0000009326,2526624091
2018,0000005272,34863996068
2018,0000033619,2677829391
2018,0000072573,527145746
2018,0000052827,3584959658
2018,0001390777,46541756388
2018,0000096223,7059142005
2018,0001037038,6839410477
2018,0000019617,324626604108
2018,0000100885,101846494863
2018,0000098338,10104619
2018,0000075208,140415104
2018,0000060086,14301958486
2018,0001722287,448657710
2018,0000038777,16027841393
2018,0000027367,30575495
2018,0000049600,3306019678
2018,0000919012,3692725832
2018,0000033488,165334837
2018,0000879101,6173382458
2018,0000014846,180228842
2018,0000781902,9642354
2018,0000316253,208473467
2018,0001017815,88110866
2018,0000353020,527364307
2018,0000704440,63677271
2018,0000896985,42620196
2018,0000949157,640591355
2018,0000719711,29989197
2018,0000869495,9174984
2018,0000730349,10345845
2018,0000798081,90288706
2018,0000893739,54462734
2018,0000945983,44964940
2018,0000793547,2069265026
2018,0000916365,10185358724
2018,0000717720,188920133
2018,0000719209,322041288
2018,0000712770,469567199
2018,0000779544,80785816
2018,0000820027,14544624198
2018,0000733337,23117899
2018,0000744218,34130935
2018,0000736952,4029260
2018,0000098246,10815935416
2018,0000763744,1684537093
2018,0000764180,92806055000
2018,0000822663,2054560010
2018,0000069422,62763334
2018,0000874766,15945762978
2018,0000794367,7911131944
2018,0000790526,496972156
2018,0000790500,990874155
2018,0000806384,18919460
2018,0000804116,1097839686
2018,0001013237,8799044593
2018,0000822997,2473553
2018,0000835887,355078543
2018,0000842162,7884401462
2018,0000891482,54402981
2018,0000813762,10653986509
2018,0000908255,7235394503
2018,0000818972,466466835
2018,0000825313,2640704125
2018,0001413329,103780019000
2018,0000872589,39711718935
2018,0000049728,54225275
2018,0000832327,368109335
2018,0000836937,7982698
2018,0000903651,38816181
2018,0000839122,162443379
2018,0000852772,1014539654
2018,0000880631,1017690252
2018,0000847942,2263500
2018,0000850209,6215735000
2018,0000859598,675132525
2018,0000855683,11216603
2018,0001041130,21549590309
2018,0000913241,2646377426
2018,0001562151,185864114
2018,0000899460,169173418
2018,0000874501,781597422
2018,0000882291,18012480
2018,0000885462,36506956
2018,0000925528,37913493
2018,0000882300,116742391
2018,0000899866,21720688228
2018,0000887921,1331743966
2018,0001000697,14289429616
2018,0001037646,14164967364
2018,0000845379,266971014
2018,0000906107,24320766311
2018,0000908259,3189335
2018,0001293971,5425685404
2018,0000899394,2194532
2018,0001039399,1044101911
2018,0000910329,1495860009
2018,0000906780,331428188
2018,0000910108,1939812324
2018,0001452857,344517488
2018,0001058290,36756697746
2018,0000917100,559476523
2018,0001042017,362783693
2018,0000920148,12749724062
2018,0001664127,1594506
2018,0000894158,7551027
2018,0001069258,1461872938
2018,0001024305,10582576000
2018,0001001838,23786578665
2018,0001102993,1196019820
2018,0001010086,634613162
2018,0001008653,1010205
2018,0001011570,814423779
2018,0001089531,52229669
2018,0001108109,327922040
2018,0001021435,2230501
2018,0001016178,11022019
2018,0001023714,8764053
2018,0001060822,3742187997
2018,0001278027,1906120389
2018,0001031235,30155087
2018,0001056239,13666616995
2018,0001040719,5604444
2018,0001041061,28706783000
2018,0001040971,6680245178
2018,0001047862,23815486329
2018,0001196298,36575183
2018,0001055160,3002970109
2018,0001051514,77852021
2018,0001106836,9141013
2018,0000701374,4696250478
2018,0001059556,26831662714
2018,0001064728,3489959948
2018,0001279715,7556741
2018,0001060349,169588701
2018,0001444874,48328132
2018,0001101246,787544275
2018,0000886982,62138214402
2018,0001408198,12978682726
2018,0001476034,253193172
2018,0001094831,1526176479
2018,0001141103,265717877
2018,0001401680,2955814373
2018,0001099219,40519579982
2018,0001438731,64845110
2018,0001157817,22893782
2018,0001135185,1079654427
2018,0001001601,5458935
2018,0001288784,3028885338
2018,0001136869,21156423226
2018,0001141391,192598720678
2018,0001172052,1250597527
2018,0001314196,43834600
2018,0001420565,12388719
2018,0001162283,485906
2018,0001179929,7250849656
2018,0001564618,1394961963
2018,0001302946,7665333
2018,0001287213,814738553
2018,0001391723,137641345
2018,0000002230,1282986594
2018,0000004447,11998252008
2018,0000004962,81428234801
2018,0000004904,36865195719
2018,0000313927,16192263799
2018,0000072162,171033468
2018,0000078003,252317724000
2018,0000034088,288703321000
2018,0000099614,1288147689
2018,0000216851,422085169
2018,0000050292,36970660
2018,0000103872,77936937
2018,0000065172,360013081
2018,0000842183,957832888
2018,0000850033,463095987
2018,0000936958,21474361901
2018,0001330568,4905582155
2018,0001054257,3580616025
2018,0000819793,1810470009
2018,0000040545,65844732000
2018,0000033533,63958148
2018,0000064463,7579742
2018,0000795212,21392714
2018,0000806172,38279646
2018,0000317340,14293936
2018,0000357301,663077926
2018,0000885074,6886901
2018,0001037868,15714250596
2018,0000896747,2081707
2018,0001019787,4071972
2018,0001125699,3813848
2018,0000927719,49131149
2018,0001066684,32669555
2018,0001634997,15478074122
2018,0001070524,289052228
2018,0001288469,1213779890
2018,0001367644,3020022857
2018,0001284812,1604969809
2018,0001370450,382521127
2018,0001399520,86862277
2018,0001381240,72337671
2018,0001507957,3464321
2018,0000860543,72408466
2018,0000024741,24180055776
2018,0000031235,108953000
2018,0000877808,34274070
2018,0001005229,802239852
2018,0000016918,28173275345
2018,0000088948,189422512
2018,0000067887,2791161293
2018,0000096536,35512600
2018,0000862831,409271458
2018,0000089140,25698591
2018,0000876427,2864111940
2018,0000099302,165664081
2018,0000023111,58264508
2018,0000716688,1496214
2018,0000008063,659366783
2018,0000081955,15804970
2018,0000036270,20089397714
2018,0000809933,39781721
2018,0000816956,1805860657
2018,0000723531,23561279291
2018,0001059262,671752677
2018,0000944314,4333466597
2018,0000716314,193043021
2018,0000723188,2984168305
2018,0000771999,12317652
2018,0000759458,330849050
2018,0000763563,198571558
2018,0001089063,2600102851
2018,0000790359,1510454681
2018,0000809754,82091070
2018,0000842518,157050113
2018,0000860676,1281600
2018,0000875657,107707570
2018,0001022079,11330723727
2018,0000708821,352734257
2018,0000912562,1141186557
2018,0001005817,1145996437
2018,0001063197,9619629
2018,0001114483,2469503780
2018,0001408278,57720449
2018,0001299130,1107200705
2018,0001205922,41826809
2018,0001179060,3887770941
2018,0001251769,75532607
2018,0001236275,10441751
2018,0001270436,10246767
2018,0001341726,58795714
2018,0001273931,111230702
2018,0001290476,43669046
2018,0001289945,257987440
2018,0001331875,8653066193
2018,0001404624,82413639
2018,0001395848,129510228
2018,0001354730,23530001
2018,0001236997,15432674
2018,0001289636,69720444
2018,0001267602,50323645
2018,0001277902,209395576
2018,0001258831,41626899
2018,0001361658,3492706000
2018,0001253986,762147564
2018,0001342958,27938336
2018,0001131312,27007975
2018,0001252849,2282994218
2018,0001318641,11411221
2018,0001401708,457231098
2018,0001255474,2064667772
2018,0001141240,102391168
2018,0001616000,1936019151
2018,0001268039,2255575
2018,0001253317,447173715
2018,0001404935,34728561
2018,0001259429,313793799
2018,0001287865,5958491585
2018,0001267813,116306783
2018,0001265572,13923336
2018,0001269021,1296792218
2018,0001263762,238915692
2018,0001271214,861047292
2018,0001272842,98254784
2018,0001654151,790508600
2018,0001321646,697942894
2018,0000945764,787534480
2018,0001277254,53755093
2018,0001539638,780508922
2018,0001550695,119228994
2018,0001275101,56919668
2018,0001354327,918350417
2018,0001281774,173966646
2018,0001304161,24202500
2018,0001402453,17226353
2018,0001290677,532131960
2018,0001318568,361497330
2018,0001282637,4699487093
2018,0001283140,3011372084
2018,0001283699,53966280647
2018,0001282847,12688451
2018,0001348911,103856509
2018,0001285890,636827876
2018,0001287808,171119384
2018,0001516006,99611509
2018,0001298675,5345134531
2018,0001285785,11259581000
2018,0001289490,11447109655
2018,0001289460,4271545980
2018,0001767258,168530124
2018,0001299969,6078144
2018,0000312257,19458661
2018,0001417663,35772660
2018,0001298946,1887921248
2018,0001316016,305674533
2018,0001469946,21039402
2018,0001295810,2969494329
2018,0001295947,1549289658
2018,0001110647,1523961409
2018,0001296435,993775563
2018,0001297704,20374116
2018,0001364099,481191385
2018,0001337619,2249068462
2018,0001325670,317970791
2018,0001307579,99880600
2018,0001580808,460502105
2018,0001358403,126614588
2018,0001468174,2891147290
2018,0001318084,1062611141
2018,0001420302,4173299170
2018,0001301236,79714612
2018,0001370880,3193612743
2018,0001455684,848277674
2018,0001310527,1153659
2018,0001311241,50239363
2018,0001326732,2033433437
2018,0001303531,43749106
2018,0001282852,16171752
2018,0001308606,3028621450
2018,0001381435,1111300
2018,0001305168,93868502
2018,0001596532,15892531880
2018,0001320414,2077344164
2018,0000837852,122392027
2018,0001315257,349461706
2018,0001611647,1140446852
2018,0001360442,59332259
2018,0001320461,1104162419
2018,0001335112,21226322
2018,0001341235,217828807
2018,0001346022,3385996
2018,0001348362,149946850
2018,0001320760,13689857
2018,0001373715,31924365547
2018,0001680378,13724518
2018,0001358654,1875229
2018,0001334036,1735490131
2018,0001320695,2839621257
2018,0001352081,145840910
2018,0001364885,7641372219
2018,0001440024,19107589
2018,0001350653,98956866
2018,0001327811,39936599731
2018,0001327567,18414407323
2018,0001296205,271817283
2018,0001356576,1735978036
2018,0001362703,2626426
2018,0001404655,4932673313
2018,0001323648,159712619
2018,0001329606,5500268
2018,0001324404,10041736081
2018,0001324424,15340050085
2018,0001410384,2149227947
2018,0001372612,3000034598
2018,0001396633,37099125
2018,0001326003,368895624
2018,0001326190,18035835
2018,0001326380,1146115239
2018,0001333822,14191592
2018,0001341766,177651808
2018,0001326205,82340587
2018,0001326160,61521335431
2018,0001328581,927974108
2018,0001456189,12243664
2018,0001327068,1484741977
2018,0001413507,1140223850
2018,0001436208,280355007
2018,0000832480,107072128
2018,0001362190,64539369
2018,0001366561,3254772361
2018,0001517175,958500037
2018,0001388180,2828855
2018,0001332349,1257877923
2018,0001364250,5800028354
2018,0001337553,1640875432
2018,0000822746,308503
2018,0001355839,31294773
2018,0001364954,3265388834
2018,0001342219,3912903
2018,0001336047,2908448578
2018,0001385292,644739464
2018,0001344295,261491981
2018,0001337298,693767819
2018,0001337013,67226081
2018,0001346302,355184485
2018,0001086082,10518226
2018,0001434588,4627547450
2018,0001424768,1857845
2018,0001343009,110633606
2018,0001347652,395282800
2018,0000278165,15756834
2018,0001560258,184357220
2018,0001434737,20750864
2018,0001374328,4760812
2018,0001365357,4055490
2018,0001562463,208113442
2018,0001364479,740667000
2018,0001489136,1089738226
2018,0001341141,348089004
2018,0001424657,4363845
2018,0001350593,1820529704
2018,0001353538,1454861
2018,0001359841,4519980722
2018,0001336920,7895351000
2018,0001606366,592642388
2018,0001441236,401157484
2018,0001569994,483179728
2018,0001328598,317492010
2018,0001284454,353656
2018,0001350102,759399
2018,0001343034,131073697
2018,0001389170,8258789794
2018,0001397911,5296366492
2018,0001370053,1706483185
2018,0001397187,17773069038
2018,0001353406,1806535
2018,0001351051,119458398
2018,0001534708,45195142
2018,0000351817,276401261
2018,0001368308,33764459
2018,0001366340,69131130
2018,0001355677,11001335
2018,0001355848,19934801
2018,0001382231,266542375
2018,0001401914,8115445
2018,0001357204,5296142052
2018,0001337068,70780270
2018,0001358190,13905396
2018,0001438133,2178311746
2018,0001354174,49073070
2018,0001467154,21627091
2018,0001385867,5169325319
2018,0001353268,63173368
2018,0001394638,2475554
2018,0001355790,10608807
2018,0001372414,181110669
2018,0001365135,7554289128
2018,0001358656,7671870
2018,0001357615,2138526000
2018,0001357971,15941074
2018,0001274494,4449920040
2018,0001463101,502902215
2018,0001389002,30755520
2018,0001353614,116242495
2018,0001425355,6321964
2018,0001341318,90659983
2018,0001365038,173402727
2018,0001360604,5237673917
2018,0001409197,40730211
2018,0001361538,979550823
2018,0001362468,1619536779
2018,0001360901,2896117900
2018,0001371128,1770668
2018,0001492674,132556649
2018,0001367920,294038824
2018,0001368148,204114047
2018,0001370637,5730284209
2018,0001376793,8825506
2018,0001380846,561659903
2018,0001448705,11002651
2018,0001426945,580365895
2018,0001389067,2912881
2018,0000827099,8349359
2018,0001411685,54554194
2018,0001367859,64466729
2018,0001441693,162715085
2018,0001429260,48744375
2018,0001439288,2633934000
2018,0001378992,6377802000
2018,0001373690,6488590
2018,0001501756,198035400
2018,0001371489,191590406
2018,0001373707,60597061
2018,0001375151,1530153934
2018,0001453593,21205869
2018,0001372020,413614217
2018,0001419612,1605879862
2018,0001468328,889116301
2018,0001624322,279462055
2018,0001378718,1119306173
2018,0001374310,10920612592
2018,0001384101,509977837
2018,0001397047,13394103
2018,0001375796,135330859
2018,0001423774,1583648892
2018,0001431194,394052610
2018,0001416697,810411
2018,0001394108,167518020
2018,0001551693,363497346
2018,0001393434,164300645
2018,0001492691,4465173422
2018,0001394156,31599581
2018,0001474735,3084381202
2018,0000846913,28762998
2018,0001524931,300699720
2018,0001461755,427386279
2018,0001629019,572732932
2018,0001565228,5815873
2018,0001393540,3297859
2018,0001434647,47090526
2018,0001410098,135850412
2018,0001381531,2209742971
2018,0001383650,12585318359
2018,0001386018,398568
2018,0001372807,129289652
2018,0001373670,367211949
2018,0001439095,1104679809
2018,0001400810,466214078
2018,0001377789,87568193
2018,0001409446,1505769
2018,0001412486,107723071
2018,0001399529,670604434
2018,0001350381,193668477
2018,0001380936,546495865
2018,0001407704,73380
2018,0001382230,181258336
2018,0001546417,1644115757
2018,0001398987,1734518000
2018,0001614178,1572478288
2018,0001349436,271627654
2018,0001477009,54334128
2018,0001390478,27092565
2018,0001137883,73510690
2018,0001388658,1680158841
2018,0001017480,298239562
2018,0000827871,600851190
2018,0001410939,49520007
2018,0001403570,17917902
2018,0001135657,4876884
2018,0001393052,13647076654
2018,0001584509,10603411012
2018,0001420368,21390537
2018,0001383414,522111057
2018,0001505732,225150875
2018,0001349437,828259
2018,0001473844,763270560
2018,0001388141,408964329
2018,0001314052,124027464
2018,0001138723,351116267
2018,0001390312,94986971
2018,0001403708,43220282
2018,0001378946,5445365059
2018,0001415301,238250837
2018,0001392363,28185867
2018,0001390844,5599845172
2018,0001040850,3831726
2018,0001618835,108383771
2018,0001438461,10909351
2018,0001502034,198806755
2018,0001392091,46452803
2018,0001398006,29470058
2018,0001396009,13046324624
2018,0001398137,15634193
2018,0001609951,744362316
2018,0001423579,68828
2018,0001413837,571551381
2018,0001597033,5957768716
2018,0001377936,173727551
2018,0001426800,575976972
2018,0001596783,5586839000
2018,0001428875,4984628000
2018,0001395942,6423076088
2018,0001517022,315536630
2018,0001410187,266688
2018,0001398529,3153081
2018,0001407067,383049920
2018,0001423869,249976098
2018,0001403475,569376619
2018,0001506928,7037446
2018,0001399935,30432895
2018,0001447599,1079730670
2018,0001503274,406441322
2018,0001399249,149849921
2018,0000016732,12296406685
2018,0000010795,70015322340
2018,0000014272,84841692000
2018,0000200406,346109265000
2018,0000066004,874848213
2018,0000098677,1289955420
2018,0001418819,2054201572
2018,0000096885,8953689
2018,0000729580,185532725
2018,0000008670,59091664272
2018,0000103595,271229376
2018,0000090045,1694745
2018,0000075340,28399881
2018,0000899689,11818916770
2018,0000091668,4469603
2018,0000036840,105553961
2018,0000030831,22339718
2018,0000019446,3866872410
2018,0000027093,19570709
2018,0000357294,193938805
2018,0000892537,1388136159
2018,0000011544,9026203247
2018,0000752642,445959692
2018,0000849401,10746572
2018,0000067625,1362732345
2018,0000785557,68541088
2018,0000091928,2377072767
2018,0000310158,198694777888
2018,0000785956,2824078353
2018,0000719494,12673936
2018,0000072633,59770470
2018,0000230557,3588694665
2018,0000317788,274996820
2018,0000866609,73127601
2018,0000704432,2009146
2018,0000710782,815910
2018,0000320017,35037459
2018,0001036262,64303444
2018,0000727510,11142080
2018,0000356309,4069560852
2018,0000874495,76856264
2018,0001016504,3267498
2018,0000754813,13431082
2018,0000723733,284804
2018,0000717538,462769729
2018,0000724742,137349217
2018,0000820081,1267227847
2018,0000714310,2943645624
2018,0001378140,20186020
2018,0000878828,37267796
2018,0001314223,228730073
2018,0000771614,26414897
2018,0000788784,26308657020
2018,0000773840,97806887000
2018,0000816284,44815047865
2018,0000808326,130595769
2018,0000944148,1093183656
2018,0000812074,2735964914
2018,0000820313,24413523709
2018,0000880984,7741760
2018,0001000694,704444215
2018,0000828803,808889301
2018,0000828944,1189215769
2018,0001054102,22875420
2018,0000846901,703262052
2018,0000846676,379616640
2018,0000862692,75925794
2018,0001019849,3421613033
2018,0000910406,3229820618
2018,0000049615,101289338
2018,0000920427,223360475
2018,0000032621,27355447
2018,0000924901,1769373241
2018,0001436126,410451723
2018,0001023860,78970550
2018,0001001258,26407390
2018,0001011662,2665819
2018,0001005210,1444869316
2018,0001004702,1089494591
2018,0001005731,122210303
2018,0001169561,2971345915
2018,0001028954,162691959
2018,0001043219,12900756503
2018,0000005656,3931199
2018,0001723596,1771945481
2018,0001101680,230561433
2018,0001046257,6462329621
2018,0001094392,653005342
2018,0001352010,6265627361
2018,0001050743,484432763
2018,0001053369,81447783
2018,0001095130,10986460
2018,0001096617,193221463
2018,0001130598,11972603
2018,0001362004,1220930403
2018,0001141807,167497542
2018,0001093691,289398759
2018,0001137774,33680151260
2018,0001141197,11499180
2018,0001285543,34419369
2018,0001582982,44953080
2018,0001270073,2992845789
2018,0001367064,858223279
2018,0001487718,402218
2018,0000007431,2885245000
2018,0000017843,2467074496
2018,0000041719,427313394
2018,0000047111,15989971065
2018,0000057725,516992455
2018,0000081362,2369649916
2018,0000088790,227947647
2018,0000096943,11885458883
2018,0000103379,34382070587
2018,0000105770,7262030058
2018,0000108985,414592788
2018,0000002969,36629471126
2018,0000045876,1595020976
2018,0000056978,1610916252
2018,0000086115,177978672
2018,0000084129,788331845
2018,0000078128,6083764219
2018,0000350894,7185960500
2018,0000033113,8001719
2018,0001047127,1571336197
2018,0000102212,632320615
2018,0001317945,545664812
2018,0000912615,3476845659
2018,0000731012,2965203663
2018,0000352915,9937314433
2018,0000868780,2974827005
2018,0000945989,21120647
2018,0000700564,2725965999
2018,0000716605,188769858
2018,0000715579,276407292
2018,0000921738,2227373632
2018,0000714712,108206020
2018,0000737875,120512051
2018,0000898037,100858899
2018,0000731122,106132322
2018,0000732712,232301894022
2018,0000739421,194680305
2018,0000750558,133873778
2018,0000763293,64939304
2018,0001005284,4407242146
2018,0000789642,184559191
2018,0001056943,326002329
2018,0000797838,58564392
2018,0000797574,41209779
2018,0000790816,2298615467
2018,0000794170,4960272218
2018,0000800457,310942311
2018,0000806279,190329429
2018,0000805022,4260054404
2018,0000802681,696607840
2018,0000810766,144884652
2018,0000810958,325045579
2018,0000834285,350967948
2018,0000836690,42775121
2018,0000836809,7011661
2018,0000840100,56527269
2018,0000826154,171772408
2018,0000868278,36380986
2018,0001020569,9276376998
2018,0000884614,9645862793
2018,0000884251,59042620
2018,0000896429,840012824
2018,0000890926,3490135012
2018,0000899629,1937705833
2018,0000936395,4457715076
2018,0000925741,52333489
2018,0000922224,20403263735
2018,0000932628,3673523959
2018,0001013272,206869839
2018,0001281189,46476165
2018,0001035976,141972364
2018,0001080709,1924381343
2018,0001045425,1036264
2018,0001261249,19797904
2018,0000860546,2289221061
2018,0001324189,10030127
2018,0001109357,43612138069
2018,0001096376,1290867049
2018,0001295401,449310863
2018,0001098151,241279962
2018,0001104038,22229687
2018,0001107160,87286853
2018,0001115427,46861403
2018,0001289308,2805057164
2018,0001140859,19952409974
2018,0001522704,152374
2018,0000077281,418563031
2018,0000813821,188651884
2018,0000798783,843587341
2018,0000921112,6190748370
2018,0000105418,1285207574
2018,0000012779,15613888
2018,0000004281,8147466653
2018,0000033213,4806106985
2018,0000063296,1609685762
2018,0000066570,3626062426
2018,0000079879,24523426874
2018,0000089439,1347170161
2018,0000055242,2930454730
2018,0000101778,11920496000
2018,0001056288,2668040752
2018,0000006176,38734021
2018,0000891014,1810319819
2018,0000820318,2717559876
2018,0000037808,3191073723
2018,0000352825,167949025
2018,0000874710,9672625
2018,0000707605,71519168
2018,0000712537,1201033154
2018,0000719220,1324649257
2018,0000713676,53945143258
2018,0000723646,138875972
2018,0000736772,349928094
2018,0000803742,82129312
2018,0000820414,128582039
2018,0000858800,81624066
2018,0000943452,6787199957
2018,0000866054,60223058
2018,0000874238,294774373
2018,0000879635,194680673
2018,0001120914,272074407
2018,0000910679,29060168
2018,0000929008,2241168384
2018,0000931584,141432080
2018,0000927761,15916899
2018,0001018963,2736149358
2018,0001024478,23095873761
2018,0001063344,691492839
2018,0001320854,83368426
2018,0001094285,7470900951
2018,0001108824,101675000
2018,0001163302,3233380000
2018,0001532619,10472778
2018,0001173313,427852950
2018,0001166126,415662425
2018,0001175505,329831221
2018,0001228454,165445635
2018,0001297996,21979350180
2018,0001356090,897428775
2018,0001402829,124266794
2018,0001341317,317179151
2018,0000726986,44917110
2018,0001467623,3431625000
2018,0001403528,2842552034
2018,0001411906,42131681
2018,0001506307,33943942000
2018,0001403161,266658646896
2018,0001402057,12156266000
2018,0001403853,100311311
2018,0001419793,2115009
2018,0001641614,25557263
2018,0001665918,6875597366
2018,0001403431,530383013
2018,0001433195,954091604
2018,0001621443,52351813
2018,0001404306,99388268
2018,0001408075,3302334970
2018,0001411207,5692415000
2018,0001404912,10453279800
2018,0001405528,51185997
2018,0001395627,51284354
2018,0001573097,7471809000
2018,0001407623,1810079193
2018,0001408100,2619970014
2018,0001440153,1190074
2018,0001408534,204414524
2018,0001411688,430427167
2018,0001401564,168848184
2018,0001409493,3333273675
2018,0001474903,209760156
2018,0001432196,35697534
2018,0001439222,2682618786
2018,0001430723,1698423510
2018,0001598646,261993679
2018,0000086264,69685051
2018,0001470099,484496066
2018,0001414953,4173866
2018,0001414475,6444690036
2018,0001445109,18297049
2018,0001418100,2434403000
2018,0001348948,185653752
2018,0001713683,4223313518
2018,0001414932,699164834
2018,0001415404,1782679314
2018,0001443611,14712197
2018,0001481582,237394997
2018,0001494319,2512579000
2018,0001448431,131795613
2018,0001522602,132350763
2018,0001437402,111220806
2018,0001412350,413258899
2018,0001421636,44136058
2018,0001406587,889115376
2018,0001417398,3258864573
2018,0001571498,487675194
2018,0001421907,11632280
2018,0001554859,217579494
2018,0001418121,3262314070
2018,0001418076,810985274
2018,0001419600,428538251
2018,0001425287,30767053
2018,0001608249,9067315251
2018,0001430306,3364739
2018,0001558583,38946675
2018,0001429560,35399068
2018,0001435181,207698326
2018,0001421461,340877927
2018,0001588972,152490234
2018,0000026780,1971753899
