year,cik_number,mktcap
2018,0001423221,521142488
2018,0001548240,12408000
2018,0001453687,59774926
2018,0001422183,1238818036
2018,0000894081,1347623596
2018,0001424929,2236356993
2018,0001422768,5307840
2018,0001423689,9259876459
2018,0001443575,38850000
2018,0001437750,2190936
2018,0001411690,52571278
2018,0001425450,446863390
2018,0001527599,178388586
2018,0001425565,40395237
2018,0001434110,15522706
2018,0001434868,1233306092
2018,0001428205,867878262
2018,0001472787,4990200226
2018,0001443863,13893788
2018,0001433714,220586868
2018,0001437786,62614274
2018,0001448056,5660589519
2018,0000935703,23009316110
2018,0001485003,109987772
2018,0001625288,173329541
2018,0001434524,27194199
2018,0001350421,327423
2018,0001433607,5975281
2018,0001429393,17891051
2018,0001428802,5536124
2018,0001450704,61956847
2018,0001459839,508372549
2018,0001448695,110046
2018,0001431567,149937475
2018,0001459417,2855163612
2018,0001434621,2816590259
2018,0001442492,5396962
2018,0001436229,5819568
2018,0001433642,1129293861
2018,0001439299,95230971
2018,0001493566,56665732
2018,0000034956,1773250
2018,0001438423,95897757
2018,0001437106,4706713
2018,0001437071,1616730480
2018,0001437226,69197539
2018,0001471727,37845303
2018,0001376339,198752418
2018,0001420720,10432644
2018,0001443388,6247411
2018,0001483510,361831059
2018,0001438231,172353438
2018,0001469367,1218072958
2018,0001476963,22792002
2018,0001472847,110496
2018,0001481512,589644098
2018,0001437352,1683019998
2018,0001535379,2072476584
2018,0001386570,189001524
2018,0001442145,17950180325
2018,0001687221,683880336
2018,0001451448,71471983
2018,0001463208,8581255
2018,0001527102,1056436
2018,0001442626,213565568
2018,0001445305,1224808104
2018,0001449794,112029558
2018,0001449447,1366939
2018,0001510487,653548311
2018,0001355754,1315031823
2018,0001372183,23785571
2018,0001353499,1315421
2018,0001642081,706541682
2018,0001597264,2365987625
2018,0001560241,712093349
2018,0001680247,1029549776
2018,0001454789,31210522
2018,0001524741,789064732
2018,0001658247,720869115
2018,0001473654,5348379
2018,0001417664,658366
2018,0001503802,568832791
2018,0001513818,39360728
2018,0001473490,4038301
2018,0001459200,2489922457
2018,0001481028,8950809
2018,0001462047,15380471
2018,0001530766,71155186
2018,0001463172,6248015393
2018,0001011509,20931392
2018,0001533932,22963744405
2018,0001461640,68787903
2018,0001466085,816293696
2018,0001468679,35281784
2018,0001462120,525807368
2018,0001447051,250796756
2018,0001574815,1042754286
2018,0001505512,8143069
2018,0001488039,5759483
2018,0001463258,958602421
2018,0001552000,24060644877
2018,0000854800,6176072
2018,0001280600,2011589446
2018,0000772320,740456
2018,0001300514,40783999520
2018,0001504008,3085820107
2018,0001464423,1134915938
2018,0001464790,377069706
2018,0001465128,5427185914
2018,0001651235,1536843006
2018,0001465885,401290608
2018,0001493594,1342354158
2018,0001465740,3185360823
2018,0001401835,4968237
2018,0001473078,1470588834
2018,0001466593,1968964818
2018,0001467652,81965899
2018,0001466538,388736796
2018,0001468666,270440021
2018,0001467760,2230000372
2018,0001574596,109075719
2018,0001475841,949829270
2018,0001574197,461538715
2018,0001471781,57084270
2018,0001479419,165260753
2018,0001520358,24977399
2018,0001474167,55515088
2018,0001467858,47211453000
2018,0001473579,3303941
2018,0001513965,160607048
2018,0001540755,3922625942
2018,0001490281,1826496048
2018,0001568162,1065150013
2018,0001471265,1749915065
2018,0001501570,517975078
2018,0001487952,376340912
2018,0001618732,6476578146
2018,0001473597,6045981
2018,0001642380,56117004
2018,0001578735,2593679180
2018,0001474098,1954520013
2018,0001474464,236763949
2018,0001474432,3877654916
2018,0001476045,822407756
2018,0001475922,4195486109
2018,0001564902,1939086081
2018,0001476150,2079815544
2018,0001477246,79114120
2018,0001510295,40767265000
2018,0001502292,30109461
2018,0001396033,272465345
2018,0001489874,46471440
2018,0001508381,9951205
2018,0001478242,23239369127
2018,0001449792,45811736
2018,0001478121,100359695
2018,0001482512,4553779274
2018,0001478454,90381258
2018,0001497253,118537395
2018,0001498122,3771991
2018,0001489588,587439
2018,0001481504,358821
2018,0001492422,741839488
2018,0001602658,236740867
2018,0001580156,1094752739
2018,0001487101,333549648
2018,0001487843,683211687
2018,0001494891,119193264
2018,0001537054,261500710
2018,0001501134,825266617
2018,0001481832,577152824
2018,0001539850,462954573
2018,0001487712,3143930890
2018,0001671933,4207309773
2018,0001490892,3201212808
2018,0001487198,142597138
2018,0001705843,337449628
2018,0001509786,182028
2018,0001487197,76654051
2018,0001487371,271942989
2018,0001575858,14134718
2018,0001504678,327577277
2018,0001487428,129742335
2018,0001498068,374596604
2018,0001487052,1556118524
2018,0001489096,799086915
2018,0001488813,576709612
2018,0001476765,1125122325
2018,0001490161,13147751
2018,0001592379,80882691
2018,0001496671,152884130
2018,0001490630,13229336
2018,0001579823,378746469
2018,0001515673,2199201811
2018,0001492298,2938136306
2018,0001492448,387011
2018,0001490906,1803676227
2018,0001515740,419842
2018,0001493761,203198942
2018,0001495222,323992416
2018,0001497649,113302150
2018,0001495320,307148935
2018,0001497645,1019322886
2018,0001496048,2049946153
2018,0001496099,957418154
2018,0001516887,10174076
2018,0001505155,587237687
2018,0001495584,80402223
2018,0001566469,59585153
2018,0001498046,387154
2018,0001514183,23382540
2018,0001479094,2709264864
2018,0001492915,143713294
2018,0001501697,33211751
2018,0001557883,304339523
2018,0001518621,332530277
2018,0001526119,247938908
2018,0001500217,1896912514
2018,0001500242,46198569
2018,0001656328,49045033
2018,0001584207,3298440975
2018,0001508655,1182775296
2018,0001610950,4061939716
2018,0001506251,27699933
2018,0001504461,1740193101
2018,0001502377,147625920
2018,0001502152,1549888
2018,0001507181,5864573
2018,0001501989,679607288
2018,0001528930,132077108
2018,0001557142,235312091
2018,0001501364,750011454
2018,0001502966,6276199
2018,0001512762,615626245
2018,0001485469,490440301
2018,0001505952,623005128
2018,0001516805,55232921
2018,0001507079,2520799436
2018,0001504619,509852758
2018,0001506401,924084770
2018,0001556801,13142088
2018,0000860730,42830773175
2018,0001482541,18946686
2018,0001551986,60224572
2018,0001514946,44574668
2018,0001507615,7975777099
2018,0001508171,242532131
2018,0001609809,184668708
2018,0001517228,3150537213
2018,0001508348,63870697
2018,0001585689,21293727000
2018,0001509745,29406318
2018,0001525852,94379379
2018,0001509470,103956301
2018,0001516079,3881724
2018,0001597553,4491322440
2018,0001490349,208091490
2018,0001530185,9881073
2018,0001520006,1806663355
2018,0001522767,691603058
2018,0001590750,93443574
2018,0001512499,616675622
2018,0001629137,2144141951
2018,0001438533,933433357
2018,0001514732,5797928
2018,0001512931,196267822
2018,0001513363,285973851
2018,0001576942,794602795
2018,0001531031,161572195
2018,0001528103,9665964
2018,0001514281,457884394
2018,0001515816,60803855
2018,0001515156,210109911
2018,0001487798,26055400
2018,0001509228,22400000
2018,0001414382,63125253
2018,0001321828,327594
2018,0000714284,36293251
2018,0001276187,34571902725
2018,0001230245,976211008
2018,0000924805,503668152
2018,0001365101,539876942
2018,0001330969,654362
2018,0001381197,4104075211
2018,0001402737,5043357
2018,0001420520,43146215
2018,0001648893,287730327
2018,0001355250,96523582
2018,0001483195,671020791
2018,0001498301,788784001
2018,0001494448,7204272
2018,0001437491,38377219
2018,0001528557,160711305
2018,0001399306,880623
2018,0001424864,8127419
2018,0001538267,42266251
2018,0001552275,2243545997
2018,0001425289,2280504
2018,0001583648,144038257
2018,0001042418,22197543
2018,0001635748,6059710
2018,0001623590,10817581
2018,0001603145,2411307646
2018,0001610682,229018455
2018,0001617242,1234974288
2018,0001674910,4102968000
2018,0000030625,4975181565
2018,0000056873,22392646749
2018,0000070866,2728056000
2018,0000080424,196289628957
2018,0000021076,17515954160
2018,0000310354,1311379772
2018,0000096793,9567690
2018,0000049196,12653428848
2018,0001319947,1943944889
2018,0000020286,12599152823
2018,0000019584,4535979622
2018,0000035527,15426635965
2018,0000794172,631690282
2018,0000763532,138173487
2018,0000721371,15170751512
2018,0000318300,588019912
2018,0000701985,7469643455
2018,0000708955,2322370600
2018,0000716133,390292875
2018,0000887149,113375773
2018,0000810509,18671809
2018,0000744187,461441093
2018,0000819220,1023614271
2018,0000790051,5985414951
2018,0000805676,1333560428
2018,0000723254,19449884389
2018,0000108516,2907709576
2018,0000816332,130300188
2018,0000830616,9967113
2018,0000799292,586961148
2018,0001709164,217001379
2018,0001041859,1491976392
2018,0000874977,1468719086
2018,0000894671,167505114
2018,0000895456,192954242
2018,0000918160,709969421
2018,0000825542,4364281924
2018,0001101215,8175386282
2018,0001008586,24958352
2018,0001018840,1407109265
2018,0001026655,57583770
2018,0001031340,13535305
2018,0001042046,8080090548
2018,0001036030,50296140
2018,0001050894,42460957
2018,0001074902,201576426
2018,0001173514,785379297
2018,0001163389,34447805
2018,0000043920,1227022477
2018,0001189356,9935983
2018,0001209028,219702470
2018,0001511737,6275153813
2018,0001395937,110519977
2018,0001342287,362558087
2018,0001364742,61952541734
2018,0001402945,21992290
2018,0001407583,11908805
2018,0001428765,157364
2018,0000745543,592836
2018,0001575360,41772016
2018,0001510964,412359339
2018,0001501078,167116609
2018,0001575515,2999966214
2018,0001551152,138673706859
2018,0001570827,147000110
2018,0001580608,6320987927
2018,0001592386,2734312896
2018,0001590364,1187172275
2018,0001668397,1884576048
2018,0001604665,778129035
2018,0001605607,2979901987
2018,0001628908,1562912606
2018,0001646587,724345518
2018,0001679268,804707070
2018,0001701758,321327259
2018,0000883984,4704930733
2018,0000948708,50880444
2018,0000765880,13280283431
2018,0000875045,60630145193
2018,0000707388,11531458
2018,0000797721,4687297883
2018,0000820608,181002
2018,0000101984,349003201
2018,0000941685,86162258
2018,0001039065,1397557594
2018,0000862668,1704784
2018,0000874866,1215954758
2018,0000833795,588124214
2018,0000874015,7437116020
2018,0000850261,293460232
2018,0000920465,247383148
2018,0001114925,51825080
2018,0000937556,5690157688
2018,0000859163,2926988142
2018,0000889609,67994542
2018,0001622345,48991452
2018,0001013488,1069928829
2018,0000914475,6475614949
2018,0001006028,38276704
2018,0001697463,546013483
2018,0000726728,18604136109
2018,0000926617,22614806
2018,0001274032,15118262
2018,0001574774,1807645745
2018,0000925661,1455570
2018,0001041803,2645584355
2018,0001113148,67102603
2018,0001000298,79822282
2018,0001297184,917359476
2018,0001010470,116356253
2018,0001029142,573627000
2018,0001032208,29607300000
2018,0001028918,1594308360
2018,0001304492,516698700
2018,0001411036,1986663
2018,0001142596,2548496593
2018,0001082027,1380653
2018,0001110803,44089708923
2018,0001080319,33993133
2018,0001084765,524732464
2018,0001056757,2391688
2018,0001089143,132899420
2018,0001093557,10643552802
2018,0001125376,2029460497
2018,0001601280,114601536
2018,0001095996,352104395
2018,0001299709,1582105499
2018,0000794929,526669016
2018,0001089319,4856976
2018,0001102112,4052519263
2018,0001394056,27517285
2018,0001157762,77211372
2018,0001109546,156700796
2018,0001117480,130360939
2018,0001124198,4529523908
2018,0001226616,342170273
2018,0001138724,1235771
2018,0001661053,17283028
2018,0001130144,367257950
2018,0001133470,1704058752
2018,0001192448,1960671136
2018,0001143238,705560
2018,0000106040,23164329038
2018,0001178711,164883216
2018,0001158420,55411501
2018,0001137091,100632545
2018,0000803016,145520563
2018,0001368265,349973526
2018,0001055726,381388256
2018,0001305253,194010541
2018,0001404804,1429428
2018,0001294133,2651087821
2018,0001206264,2256260877
2018,0001211351,203650993
2018,0001287750,6641725923
2018,0001370702,536615251
2018,0001368365,40105692
2018,0001383312,13572577893
2018,0001488419,5126243
2018,0001567503,887558
2018,0001576873,14055060
2018,0001584754,161373644
2018,0001395057,172408402
2018,0000109563,2714546837
2018,0000028823,189549423
2018,0000035214,1305549644
2018,0000040888,2758508964
2018,0000042582,4755735003
2018,0000042682,846453424
2018,0000202058,17161076432
2018,0000047307,22299963
2018,0000076334,20721728133
2018,0000089800,36838209887
2018,0000091419,12959390327
2018,0000090168,28740379
2018,0000098362,2868447048
2018,0000072331,7133097978
2018,0000080035,271906913
2018,0000069488,534175538
2018,0000078749,498238429
2018,0000080661,35142961007
2018,0000766704,26073480221
2018,0000917470,157089859
2018,0000315852,2387764162
2018,0000709337,353881025
2018,0000767405,106978467
2018,0000731653,65642697
2018,0000774569,89197181
2018,0000764065,2291761828
2018,0000792966,357389711
2018,0000789933,182171964
2018,0001087456,65452549
2018,0000097216,2031908978
2018,0000944745,268294654
2018,0000902274,85931391
2018,0000811532,2669633668
2018,0000821026,845886983
2018,0000836147,137403022
2018,0001043337,702142076
2018,0000841343,21076418
2018,0000886530,6939876
2018,0000880417,105576317
2018,0001060455,113501385
2018,0000892553,2029200049
2018,0000894315,2044360142
2018,0001122976,2282864643
2018,0001006830,46076916
2018,0000930277,13279707
2018,0000946647,500050280
2018,0001113232,576936192
2018,0001006177,46772277
2018,0001031296,19204772502
2018,0000059527,5081538064
2018,0001061069,8456415
2018,0000076282,389813829
2018,0001065823,7791469
2018,0001070680,50244133
2018,0001090061,365761649
2018,0001104657,910790416
2018,0001323885,1178915994
2018,0001635261,98409997
2018,0001334325,63324686
2018,0001319229,658577841
2018,0000024491,1618807516
2018,0000091576,15290359361
2018,0000082473,15729776
2018,0000009346,204150008
2018,0000009389,15596011543
2018,0001022508,43485859
2018,0000026058,856623523
2018,0000026172,21457412435
2018,0000059478,122584772642
2018,0000055772,595196194
2018,0000038725,2004473161
2018,0000090896,1077552586
2018,0000076605,710845123
2018,0000034782,1047458198
2018,0000059558,10960058682
2018,0000315374,273646436
2018,0000047518,6268616242
2018,0000709005,8713253
2018,0000720154,16494896
2018,0000707179,2346220742
2018,0000712534,1701794042
2018,0000714562,492040075
2018,0000714395,693114385
2018,0000721994,1016117553
2018,0000706129,605445294
2018,0000730726,92690920
2018,0000895447,569524919
2018,0000783280,9280469889
2018,0000895401,43131997
2018,0000915393,17713224
2018,0000919864,130253751
2018,0001022671,6895749079
2018,0000942898,44634099
2018,0001606757,488512056
2018,0001070296,142568996
2018,0001074543,33321592
2018,0001103021,261616307
2018,0001111711,9373010693
2018,0001156039,67927174673
2018,0001171486,468284001
2018,0001140215,53112387
2018,0001391933,23352974
2018,0001416090,7378819
2018,0001521036,601976860
2018,0001437283,17864531
2018,0001525769,1983974033
2018,0001560327,1474636710
2018,0001555538,491857000
2018,0001582568,911478657
2018,0001577916,1913138581
2018,0001578732,1326901260
2018,0001606180,34443296
2018,0001668673,500117240
2018,0001694426,2664142769
2018,0001699136,1031892259
2018,0001704711,325242097
2018,0001711012,113351775
2018,0001730168,91276642000
2018,0000001800,127035571421
2018,0000009235,8084515
2018,0000010456,35025520000
2018,0000014930,4029073391
2018,0000018172,10800063
2018,0000019871,30460500
2018,0000029669,278784003
2018,0000277509,1198824135
2018,0000068505,18812246000
2018,0000040211,2669536908
2018,0000277135,15902645108
2018,0000884219,1018857151
2018,0000049826,42035931705
2018,0001552033,10525039859
2018,0000094049,1666189698
2018,0000108312,4988455022
2018,0000074046,217580364
2018,0001617406,5227519052
2018,0000065270,1470184543
2018,0000355948,104722110
2018,0000354190,13535151840
2018,0000703604,281860754
2018,0001368458,2209390232
2018,0000024104,18355510
2018,0000001750,1548005154
2018,0000063908,136890538739
2018,0000315189,43567462740
2018,0000880117,651256932
2018,0000033992,190050274
2018,0000916540,3168018497
2018,0000799288,572078752
2018,0001393612,19815196260
2018,0000062709,40170720656
2018,0001051512,3437278913
2018,0000100517,22813446131
2018,0000877212,8567294445
2018,0000074260,6225367960
2018,0001066605,591321021
2018,0000712034,696574815
2018,0000073124,18506437164
2018,0001042187,10894634
2018,0000715812,1494
2018,0000315958,20372562
2018,0001702750,604952683
2018,0000357173,386712014
2018,0000895421,68204139295
2018,0000730464,2899323608
2018,0001002135,24281734
2018,0000700923,466628840
2018,0000702325,2107443885
2018,0001062231,1239887814
2018,0000899751,279213085
2018,0001289419,4685778418
2018,0000757011,5961983000
2018,0000769520,5737127775
2018,0000808450,3311158643
2018,0000764897,10703329
2018,0000786298,131289033
2018,0000801901,76571553
2018,0000814586,29774867
2018,0000805080,254402600
2018,0000806628,3163292776
2018,0000814453,8677812071
2018,0000857949,44731484
2018,0000832101,9685369032
2018,0000913142,1683556911
2018,0000861878,3323925106
2018,0000883107,24686738
2018,0000866439,3587223
2018,0000877463,657757506
2018,0000889331,4313880926
2018,0000884152,799536267
2018,0001097864,6949539785
2018,0000896622,5908919358
2018,0000907654,4643673
2018,0000895417,8717168504
2018,0000899051,28461263824
2018,0001015328,3749526167
2018,0000899782,31270754
2018,0001001316,343869231
2018,0000915358,28579450
2018,0000914122,68918167
2018,0001046568,796670534
2018,0000921825,3645246879
2018,0000945841,5985138705
2018,0000708598,145835381
2018,0001227654,1411274450
2018,0000940942,1245999462
2018,0001008654,1533698840
2018,0001019737,1024269386
2018,0001023844,39971169
2018,0001035991,38441786
2018,0001037976,5768726047
2018,0001356949,83608600
2018,0001044777,521320113
2018,0001124941,2464953789
2018,0001065696,7550948834
2018,0001061234,9393246
2018,0001074952,1929897299
2018,0000075677,7886744405
2018,0001083839,2505358903
2018,0001099800,32020076150
2018,0001102934,2636122622
2018,0001099668,45219160
2018,0001116463,715702087
2018,0001123596,4939185
2018,0001124804,1684245015
2018,0001410172,21659422
2018,0001156375,64116542884
2018,0001139812,3338307010
2018,0001195734,200000838
2018,0001528396,6918735781
2018,0001158865,1419487
2018,0001650729,2256956000
2018,0001292519,14052445
2018,0001498828,4200609121
2018,0001523854,27911804
2018,0001567514,623332929
2018,0001600132,47025745
2018,0001619739,463504000
2018,0001652130,592673469
2018,0001610853,239266474
2018,0001617977,216844656
2018,0001616707,5567314162
2018,0001630472,1207283707
2018,0001626115,862493684
2018,0001632790,3505498000
2018,0001669812,233238000
2018,0001669811,478423000
2018,0001692819,11546776000
2018,0001635282,98250003
2018,0000040570,27016143
2018,0000021175,11982783437
2018,0001086519,2032401
2018,0000018230,73134216000
2018,0000093859,707699921
2018,0000784863,217617293
2018,0000084246,3068996184
2018,0000850141,1533234826
2018,0000314489,1199038114
2018,0000700565,488293807
2018,0000768710,7815913
2018,0001466026,529561728
2018,0000844419,98799616
2018,0000050471,156155241
2018,0001136893,33583922883
2018,0001340122,170489589
2018,0001420821,111051049
2018,0001435508,119685858
2018,0001541401,2461907048
2018,0001537028,236164260
2018,0001540947,5209740381
2018,0001593936,2146223016
2018,0001605331,29465000
2018,0001590714,2978446461
2018,0001678463,241413070
2018,0001730984,250971561
2018,0001710340,107760517
2018,0001732845,13633202244
2018,0001353613,174220001
2018,0001162564,72943917091
2018,0001144908,42978960
2018,0000746838,593416000
2018,0000030697,3695952051
2018,0000037996,29948790008
2018,0000040729,9360432007
2018,0000877422,617480771
2018,0000055067,19783674837
2018,0000055529,95236375
2018,0000830480,83058120
2018,0000057131,1353414607
2018,0001050825,1530713899
2018,0000066382,1958656094
2018,0000088205,1215411695
2018,0000092679,186761388
2018,0000110471,3024442089
2018,0000310764,58653857080
2018,0000912767,1600594402
2018,0000106640,6819190525
2018,0000055135,725705958
2018,0000103730,2379440077
2018,0001498710,3953880468
2018,0000062996,8932771596
2018,0000061004,29430438
2018,0000898293,4979226543
2018,0000028412,11107057583
2018,0000885550,7371593000
2018,0000019612,2615617126
2018,0000355811,5297383340
2018,0000039311,506699429
2018,0000890319,2777860236
2018,0000036506,146228965
2018,0001610092,1002429155
2018,0000743238,254315995
2018,0000711377,3905355318
2018,0000887226,100774288
2018,0000703699,88220737
2018,0000823094,1841824413
2018,0000892832,829328
2018,0001286681,10315058226
2018,0000867963,13662674
2018,0001701732,1052388508
2018,0000803164,90412075
2018,0000779125,26635796
2018,0000842633,1250282468
2018,0000778948,31734392
2018,0000811156,14067405000
2018,0000808219,109498865
2018,0000912593,8783689150
2018,0000822416,7299585954
2018,0000828535,37377119
2018,0000919865,97261731
2018,0000842517,177199479
2018,0000943119,50537563
2018,0000811211,46826091
2018,0000888491,7054483652
2018,0000917251,2038548904
2018,0001033012,1524585828
2018,0001680379,368435357
2018,0000936340,20066330702
2018,0001041024,128769502
2018,0001113256,1674309000
2018,0001042729,468954639
2018,0001053584,327217745
2018,0001068366,23825923
2018,0001070523,10895910
2018,0001111335,1742681000
2018,0001302573,28868308
2018,0001166362,41614470
2018,0001308208,513237310
2018,0001260968,276905576
2018,0000725394,997647
2018,0001393726,200887875
2018,0001412126,364554
2018,0001509190,298066364
2018,0001522787,3916019
2018,0001527613,72150926
2018,0001572910,5213690000
2018,0001590799,99325244
2018,0001593548,812026017
2018,0001601548,243013911
2018,0001493712,7085240
2018,0001609065,68251416
2018,0001637207,4727634662
2018,0001628063,1153131019
2018,0001688476,856219446
2018,0001687187,198408204
2018,0001403568,17281185698
2018,0001717547,1318265285
2018,0001736946,740987521
2018,0001537058,28888001
2018,0000009092,1432649818
2018,0000006955,1793361272
2018,0000746598,1843675360
2018,0000014195,751335941
2018,0000055785,39457527101
2018,0000061986,525604483
2018,0000067347,702216193
2018,0000080172,816054936
2018,0000775158,5155692645
2018,0000310142,2361061366
2018,0000091142,6144103110
2018,0000091440,8090002682
2018,0000100378,286702890
2018,0000106532,295657786
2018,0000082811,3022112222
2018,0001055454,49699999
2018,0000007789,3280833135
2018,0001267238,5550104098
2018,0000799167,881754769
2018,0000863894,78504635
2018,0001481792,469580000
2018,0000313337,169193385
2018,0000056701,17349358
2018,0001692063,1754406241
2018,0000785786,1886039254
2018,0000773547,110503
2018,0000352541,9973430474
2018,0000793952,5555853256
2018,0000783325,21853334966
2018,0000818479,8280996923
2018,0001746109,309645759
2018,0000885531,2881202
2018,0000876437,3782231351
2018,0000798354,29283616551
2018,0000788329,823427826
2018,0001649744,685960579
2018,0000885639,11012478155
2018,0000857853,87025146
2018,0000871763,4006681259
2018,0001029744,7866983
2018,0001132105,219844526
2018,0000933034,113156922
2018,0000948368,100977637
2018,0001409375,26190384
2018,0001470205,116327764
2018,0001068897,4698000
2018,0001140310,20701954
2018,0001161728,2078715433
2018,0001409175,267124524
2018,0001478069,121496615
2018,0001540684,304873
2018,0000928953,956246
2018,0001509991,1764822494
2018,0000007084,22969600728
2018,0000027419,37138897000
2018,0000027996,1780028293
2018,0000029644,6152250651
2018,0000031462,42565445975
2018,0000823277,373682501
2018,0000036104,73855447220
2018,0000039368,2445560894
2018,0000040704,24112182120
2018,0000042888,6965388196
2018,0000048465,23265265005
2018,0000066740,110948987000
2018,0000066756,3919578120
2018,0000071557,94655474
2018,0000072903,25325931380
2018,0000072971,216909819881
2018,0000893538,1735969734
2018,0000086312,31719715779
2018,0000097134,944493761
2018,0000737758,5944561085
2018,0000104897,15742500
2018,0001083301,16725319
2018,0000006769,10051781584
2018,0000716643,762934999
2018,0000046250,393420400
2018,0000015847,15999721
2018,0000875582,165303473
2018,0000891024,2203079585
2018,0000764478,15734369068
2018,0000068709,977837847
2018,0000006845,979144041
2018,0000351789,11544772
2018,0000815556,15010190818
2018,0000022701,18591724
2018,0000749935,4357950
2018,0001616318,461304620
2018,0000805928,782939841
2018,0000731766,239661955207
2018,0000796505,183728975
2018,0001016169,428512256
2018,0000924717,996696363
2018,0000724910,474375916
2018,0000842023,5559053212
2018,0000908598,493244
2018,0000728387,24795102
2018,0000768411,124788484
2018,0001113934,194926660
2018,0000812796,15207242
2018,0000943034,23732429
2018,0000854775,366414216
2018,0000892482,18105390
2018,0000821002,1721029266
2018,0000814184,3251025416
2018,0000827187,1053943665
2018,0001058828,105116
2018,0000908315,620291118
2018,0000722313,9490694
2018,0001013871,11481228508
2018,0001488917,44924532
2018,0001019034,10483401
2018,0000921183,94654987
2018,0000931015,4737336580
2018,0000934543,3691156
2018,0001027838,841424684
2018,0000942895,34206978
2018,0001014111,841793
2018,0001043277,11562743904
2018,0001048620,5600782
2018,0001071255,448422641
2018,0001443669,3053261192
2018,0001101302,3942430569
2018,0001356093,6280274
2018,0001290900,176103580
2018,0001181749,97939200
2018,0001092699,1455211677
2018,0001239188,2414939
2018,0001311538,117724169
2018,0001366868,809860194
2018,0001361983,651597990
2018,0001324410,608009486
2018,0000778164,39361678
2018,0001427925,143005795
2018,0001424549,528135
2018,0001396440,2062201172
2018,0001448597,4268391
2018,0000037472,313410642
2018,0000048287,1552530709
2018,0000107687,1169814596
2018,0000007623,10055075
2018,0000726958,3625987782
2018,0000894309,223073538
2018,0001069202,8816399780
2018,0001132651,236683409
2018,0001412665,303475859
2018,0000732417,567523827
2018,0000740155,41020137
2018,0001166928,311080983
2018,0000761648,286392847
2018,0000906465,502974908
2018,0000920112,1515286107
2018,0000907471,764343713
2018,0001071739,23677474442
2018,0001012771,1627233632
2018,0001039828,2524186905
2018,0001178970,2007840170
2018,0001328143,233445451
2018,0001222840,2337712286
2018,0001259515,470064365
2018,0001302028,111454036
2018,0001606363,640525000
2018,0001307954,4597221182
2018,0001420811,442773089
2018,0001438884,709538
2018,0001494650,255610678
2018,0001597313,581082415
2018,0001538217,20671993
2018,0000356130,688322270
2018,0001332174,1212730040
2018,0000011199,4177679291
2018,0000014707,1269604134
2018,0000032604,48127893046
2018,0001093082,46872020
2018,0000022356,5988048684
2018,0000101382,3040953865
2018,0001037676,1560162166
2018,0001062506,9834360
2018,0000779152,10076118498
2018,0000804753,17278365160
2018,0000708781,650353808
2018,0000720672,2982728873
2018,0000732717,207714126663
2018,0000854560,651706532
2018,0000866706,1763231924
2018,0000893847,126912752
2018,0000898174,8802892407
2018,0000912967,34984098
2018,0000916907,304960481
2018,0000922358,307002430
2018,0001025835,868254776
2018,0001002910,15935415332
2018,0001045450,4759888302
2018,0001046203,97225631
2018,0001517401,65018161
2018,0001059131,309794505
2018,0001096752,2498287020
2018,0001113809,69247319
2018,0001136352,1987754934
2018,0001141688,96576476
2018,0001326110,91902254
2018,0001618673,3825880504
2018,0001300699,848883347
2018,0001287032,2437511948
2018,0001370946,4807883000
2018,0000018605,5199268
2018,0000054473,358286318
2018,0000058492,4674172323
2018,0000068726,29904675
2018,0000012659,5784441414
2018,0000098752,3957195
2018,0000898173,27582329071
2018,0000054480,9707020433
2018,0001552451,1967626964
2018,0000798359,577477543
2018,0001409171,416368838
2018,0000903419,270943731
2018,0000945434,71287233
2018,0000944696,1600890
2018,0001168054,5893917883
2018,0001213809,50488488
2018,0000933036,866403362
2018,0001264587,302106593
2018,0001360214,132451679
2018,0001423586,164865161
2018,0001528308,247507500
2018,0001517302,1194371023
2018,0001419051,5560847
2018,0001687932,255486908
2018,0001533743,139227348
2018,0001529463,776942133
2018,0001514743,77892732
2018,0001518832,4770320000
2018,0001580262,2996274
2018,0001528356,152536845
2018,0001524472,11990655000
2018,0001524025,273725090
2018,0001528760,26163167
2018,0001538990,6025474694
2018,0001543272,85358
2018,0000101199,1390228612
2018,0001581068,4404161546
2018,0001539029,34265920
2018,0001382101,206090630
2018,0001507385,6917664861
2018,0001520697,2269064636
2018,0001526689,148942457
2018,0001527728,120064225
2018,0001464865,573448
2018,0001524358,3316602239
2018,0001524223,26986152
2018,0001525287,329415322
2018,0001527541,8422845
2018,0001624658,113148803
2018,0001631650,1404838540
2018,0001372184,9849300
2018,0001526113,1269900631
2018,0001529628,92360475
2018,0001532595,252850000
2018,0001531152,3634780207
2018,0001534525,15422378
2018,0001533998,20126465
2018,0001528129,846652841
2018,0001532383,86280001
2018,0001528849,2835338301
2018,0001529377,374229743
2018,0000718332,19862402
2018,0001529864,666987285
2018,0001526952,70063750
2018,0001646228,1401091542
2018,0001635840,208873101
2018,0001530950,6531489000
2018,0001532158,72963178
2018,0001556593,4836436449
2018,0001532961,755558452
2018,0001580905,1051969331
2018,0001566044,95716595
2018,0001546853,28249663
2018,0001534504,3916794515
2018,0001556263,187456150
2018,0001534701,39725947000
2018,0001603454,243714504
2018,0001537917,182681123
2018,0000931799,1575972
2018,0001576280,3223496670
2018,0001538849,487728635
2018,0001579428,84073132
2018,0001552198,261345533
2018,0001538495,30928405
2018,0001579910,36030889
2018,0001544238,26656074
2018,0001587221,25382841
2018,0001094038,251807366
